concept,type,df_count,df_fraction,status
well-prepared,SURFACE,5,0.125,KEPT
well-supported,SURFACE,5,0.125,KEPT
woman,SURFACE,5,0.125,KEPT
you,SURFACE,5,0.125,KEPT
young,SURFACE,5,0.125,KEPT
**differential diagnoses:**,SURFACE,4,0.1,KEPT
**mri,SURFACE,4,0.1,KEPT
**patient,SURFACE,4,0.1,KEPT
affirm,SURFACE,4,0.1,KEPT
affirmation,SURFACE,4,0.1,KEPT
age group,SURFACE,4,0.1,KEPT
aligned,SURFACE,4,0.1,KEPT
anatomy,SURFACE,4,0.1,KEPT
anemia,SURFACE,4,0.1,KEPT
anterior,SURFACE,4,0.1,KEPT
area,SURFACE,4,0.1,KEPT
arrive,SURFACE,4,0.1,KEPT
articulated,SURFACE,4,0.1,KEPT
autoimmune conditions,SURFACE,4,0.1,KEPT
autoimmune markers,SURFACE,4,0.1,KEPT
awareness,SURFACE,4,0.1,KEPT
background,SURFACE,4,0.1,KEPT
bases,SURFACE,4,0.1,KEPT
blood tests,SURFACE,4,0.1,KEPT
bone age,SURFACE,4,0.1,KEPT
cardiac issues,SURFACE,4,0.1,KEPT
case details,SURFACE,4,0.1,KEPT
clinical data,SURFACE,4,0.1,KEPT
clinical history,SURFACE,4,0.1,KEPT
clinical profile,SURFACE,4,0.1,KEPT
clinical signs,SURFACE,4,0.1,KEPT
clinical status,SURFACE,4,0.1,KEPT
clinical suspicion,SURFACE,4,0.1,KEPT
clinical symptoms,SURFACE,4,0.1,KEPT
cohesive approach,SURFACE,4,0.1,KEPT
collaborate,SURFACE,4,0.1,KEPT
collaborative analysis,SURFACE,4,0.1,KEPT
collaborative process,SURFACE,4,0.1,KEPT
complained,SURFACE,4,0.1,KEPT
complaints,SURFACE,4,0.1,KEPT
confidence,SURFACE,4,0.1,KEPT
considering,SURFACE,4,0.1,KEPT
considers,SURFACE,4,0.1,KEPT
constructive,SURFACE,4,0.1,KEPT
consultations,SURFACE,4,0.1,KEPT
coordination,SURFACE,4,0.1,KEPT
correlates,SURFACE,4,0.1,KEPT
critical,SURFACE,4,0.1,KEPT
crp,SURFACE,4,0.1,KEPT
ct angiography,SURFACE,4,0.1,KEPT
decline,SURFACE,4,0.1,KEPT
decreased,SURFACE,4,0.1,KEPT
defects,SURFACE,4,0.1,KEPT
deficiencies,SURFACE,4,0.1,KEPT
delays,SURFACE,4,0.1,KEPT
delivery,SURFACE,4,0.1,KEPT
derangements,SURFACE,4,0.1,KEPT
description,SURFACE,4,0.1,KEPT
detection,SURFACE,4,0.1,KEPT
deterioration,SURFACE,4,0.1,KEPT
diabetes,SURFACE,4,0.1,KEPT
diagnostic evaluations,SURFACE,4,0.1,KEPT
diagnostic focus,SURFACE,4,0.1,KEPT
diagnostic framework,SURFACE,4,0.1,KEPT
diagnostic possibilities,SURFACE,4,0.1,KEPT
diagnostic workup,SURFACE,4,0.1,KEPT
diarrhea,SURFACE,4,0.1,KEPT
discharge,SURFACE,4,0.1,KEPT
discharged,SURFACE,4,0.1,KEPT
discrepancies,SURFACE,4,0.1,KEPT
diseases,SURFACE,4,0.1,KEPT
doctor0's,SURFACE,4,0.1,KEPT
doctor1's,SURFACE,4,0.1,KEPT
dynamic,SURFACE,4,0.1,KEPT
education,SURFACE,4,0.1,KEPT
effectively,SURFACE,4,0.1,KEPT
electrolyte,SURFACE,4,0.1,KEPT
emphasize,SURFACE,4,0.1,KEPT
encapsulate,SURFACE,4,0.1,KEPT
engage,SURFACE,4,0.1,KEPT
enlarged,SURFACE,4,0.1,KEPT
episodes,SURFACE,4,0.1,KEPT
evaluated,SURFACE,4,0.1,KEPT
event,SURFACE,4,0.1,KEPT
events,SURFACE,4,0.1,KEPT
evident,SURFACE,4,0.1,KEPT
evolve,SURFACE,4,0.1,KEPT
expert,SURFACE,4,0.1,KEPT
extensive,SURFACE,4,0.1,KEPT
factor,SURFACE,4,0.1,KEPT
familial history,SURFACE,4,0.1,KEPT
families,SURFACE,4,0.1,KEPT
family history of,SURFACE,4,0.1,KEPT
females,SURFACE,4,0.1,KEPT
final thoughts,SURFACE,4,0.1,KEPT
finalized,SURFACE,4,0.1,KEPT
fits,SURFACE,4,0.1,KEPT
fitting,SURFACE,4,0.1,KEPT
flexible,SURFACE,4,0.1,KEPT
gene mutations,SURFACE,4,0.1,KEPT
genes,SURFACE,4,0.1,KEPT
genetic causes,SURFACE,4,0.1,KEPT
genetic counselor,SURFACE,4,0.1,KEPT
genetic counselors,SURFACE,4,0.1,KEPT
genetic disorders,SURFACE,4,0.1,KEPT
genetic exploration,SURFACE,4,0.1,KEPT
genetic syndrome,SURFACE,4,0.1,KEPT
geneticist,SURFACE,4,0.1,KEPT
growth patterns,SURFACE,4,0.1,KEPT
hereditary,SURFACE,4,0.1,KEPT
high-risk,SURFACE,4,0.1,KEPT
history of,SURFACE,4,0.1,KEPT
holistic approach,SURFACE,4,0.1,KEPT
hormonal,SURFACE,4,0.1,KEPT
hospitalization,SURFACE,4,0.1,KEPT
i invite,SURFACE,4,0.1,KEPT
i recommend,SURFACE,4,0.1,KEPT
i'd,SURFACE,4,0.1,KEPT
illness,SURFACE,4,0.1,KEPT
imbalances,SURFACE,4,0.1,KEPT
impacts,SURFACE,4,0.1,KEPT
impaired,SURFACE,4,0.1,KEPT
improving,SURFACE,4,0.1,KEPT
inclination,SURFACE,4,0.1,KEPT
including,SURFACE,4,0.1,KEPT
increase,SURFACE,4,0.1,KEPT
infancy,SURFACE,4,0.1,KEPT
infant,SURFACE,4,0.1,KEPT
infectious agents,SURFACE,4,0.1,KEPT
inflammatory markers,SURFACE,4,0.1,KEPT
"information.\"",\n\n",SURFACE,4,0.1,KEPT
inquiry,SURFACE,4,0.1,KEPT
intellectual disability,SURFACE,4,0.1,KEPT
intervals,SURFACE,4,0.1,KEPT
joint,SURFACE,4,0.1,KEPT
karyotype,SURFACE,4,0.1,KEPT
karyotype analysis,SURFACE,4,0.1,KEPT
keeping,SURFACE,4,0.1,KEPT
kidneys,SURFACE,4,0.1,KEPT
knees,SURFACE,4,0.1,KEPT
laboratory findings,SURFACE,4,0.1,KEPT
laboratory tests,SURFACE,4,0.1,KEPT
lacks,SURFACE,4,0.1,KEPT
last-minute thoughts,SURFACE,4,0.1,KEPT
lesion,SURFACE,4,0.1,KEPT
limb,SURFACE,4,0.1,KEPT
limb anomalies,SURFACE,4,0.1,KEPT
limb malformations,SURFACE,4,0.1,KEPT
lipid profile,SURFACE,4,0.1,KEPT
lipid profiles,SURFACE,4,0.1,KEPT
lung,SURFACE,4,0.1,KEPT
lungs,SURFACE,4,0.1,KEPT
lymphoma,SURFACE,4,0.1,KEPT
manifestation,SURFACE,4,0.1,KEPT
measured,SURFACE,4,0.1,KEPT
medical,SURFACE,4,0.1,KEPT
medications,SURFACE,4,0.1,KEPT
meeting,SURFACE,4,0.1,KEPT
mitigate,SURFACE,4,0.1,KEPT
moderate,SURFACE,4,0.1,KEPT
monitor,SURFACE,4,0.1,KEPT
multidisciplinary,SURFACE,4,0.1,KEPT
multifaceted approach,SURFACE,4,0.1,KEPT
needs,SURFACE,4,0.1,KEPT
neonatal,SURFACE,4,0.1,KEPT
neurological decline,SURFACE,4,0.1,KEPT
neurological symptoms,SURFACE,4,0.1,KEPT
neurology,SURFACE,4,0.1,KEPT
next-generation sequencing,SURFACE,4,0.1,KEPT
ngs,SURFACE,4,0.1,KEPT
no history,SURFACE,4,0.1,KEPT
"normal.\""\n",SURFACE,4,0.1,KEPT
noteworthy,SURFACE,4,0.1,KEPT
observations,SURFACE,4,0.1,KEPT
optimal,SURFACE,4,0.1,KEPT
overall,SURFACE,4,0.1,KEPT
parties,SURFACE,4,0.1,KEPT
patient’s diagnosis,SURFACE,4,0.1,KEPT
plausible,SURFACE,4,0.1,KEPT
please confirm,SURFACE,4,0.1,KEPT
position,SURFACE,4,0.1,KEPT
post-surgery,SURFACE,4,0.1,KEPT
prader-willi syndrome,SURFACE,4,0.1,KEPT
pregnancies,SURFACE,4,0.1,KEPT
presenting symptoms,SURFACE,4,0.1,KEPT
presents,SURFACE,4,0.1,KEPT
proactive,SURFACE,4,0.1,KEPT
probable,SURFACE,4,0.1,KEPT
prolonged,SURFACE,4,0.1,KEPT
psychological,SURFACE,4,0.1,KEPT
pulmonary issues,SURFACE,4,0.1,KEPT
readiness,SURFACE,4,0.1,KEPT
reaffirmation,SURFACE,4,0.1,KEPT
recommend,SURFACE,4,0.1,KEPT
reduced,SURFACE,4,0.1,KEPT
reinforcing,SURFACE,4,0.1,KEPT
renal dysfunction,SURFACE,4,0.1,KEPT
resonates,SURFACE,4,0.1,KEPT
resources,SURFACE,4,0.1,KEPT
respiratory issues,SURFACE,4,0.1,KEPT
respiratory symptoms,SURFACE,4,0.1,KEPT
reviewed,SURFACE,4,0.1,KEPT
reviewing,SURFACE,4,0.1,KEPT
right,SURFACE,4,0.1,KEPT
right side,SURFACE,4,0.1,KEPT
scans,SURFACE,4,0.1,KEPT
seizures,SURFACE,4,0.1,KEPT
sensitive,SURFACE,4,0.1,KEPT
sensitivity,SURFACE,4,0.1,KEPT
sequence,SURFACE,4,0.1,KEPT
serological tests,SURFACE,4,0.1,KEPT
short neck,SURFACE,4,0.1,KEPT
siblings,SURFACE,4,0.1,KEPT
signs of,SURFACE,4,0.1,KEPT
skeletal dysplasia,SURFACE,4,0.1,KEPT
smoking history,SURFACE,4,0.1,KEPT
solidifies,SURFACE,4,0.1,KEPT
specialties,SURFACE,4,0.1,KEPT
speech,SURFACE,4,0.1,KEPT
stance,SURFACE,4,0.1,KEPT
status,SURFACE,4,0.1,KEPT
strategies,SURFACE,4,0.1,KEPT
structure,SURFACE,4,0.1,KEPT
summarizing,SURFACE,4,0.1,KEPT
syndromic presentations,SURFACE,4,0.1,KEPT
synthesis,SURFACE,4,0.1,KEPT
systematic approach,SURFACE,4,0.1,KEPT
systematically,SURFACE,4,0.1,KEPT
systemic issues,SURFACE,4,0.1,KEPT
systemic lupus erythematosus,SURFACE,4,0.1,KEPT
tailored,SURFACE,4,0.1,KEPT
targeted,SURFACE,4,0.1,KEPT
targeted testing,SURFACE,4,0.1,KEPT
temperature,SURFACE,4,0.1,KEPT
test outcomes,SURFACE,4,0.1,KEPT
thoughtful discussion,SURFACE,4,0.1,KEPT
thoughtful response,SURFACE,4,0.1,KEPT
thoughtful summary,SURFACE,4,0.1,KEPT
toes,SURFACE,4,0.1,KEPT
trauma,SURFACE,4,0.1,KEPT
treatment plan,SURFACE,4,0.1,KEPT
treatments,SURFACE,4,0.1,KEPT
tumors,SURFACE,4,0.1,KEPT
undiagnosed,SURFACE,4,0.1,KEPT
unfolds,SURFACE,4,0.1,KEPT
unique,SURFACE,4,0.1,KEPT
upper limbs,SURFACE,4,0.1,KEPT
urine,SURFACE,4,0.1,KEPT
variable,SURFACE,4,0.1,KEPT
vascular,SURFACE,4,0.1,KEPT
vasculitis,SURFACE,4,0.1,KEPT
viral,SURFACE,4,0.1,KEPT
vision,SURFACE,4,0.1,KEPT
visual acuity,SURFACE,4,0.1,KEPT
vital signs,SURFACE,4,0.1,KEPT
walking,SURFACE,4,0.1,KEPT
weigh,SURFACE,4,0.1,KEPT
**genetic testing,SURFACE,3,0.075,KEPT
**mri**,SURFACE,3,0.075,KEPT
**next-generation sequencing,SURFACE,3,0.075,KEPT
**renal ultrasound**,SURFACE,3,0.075,KEPT
"\""laboratory tests",SURFACE,3,0.075,KEPT
abdominal ultrasound,SURFACE,3,0.075,KEPT
accumulation,SURFACE,3,0.075,KEPT
action steps,SURFACE,3,0.075,KEPT
acute symptoms,SURFACE,3,0.075,KEPT
adequate,SURFACE,3,0.075,KEPT
affirmations,SURFACE,3,0.075,KEPT
agrees,SURFACE,3,0.075,KEPT
aiding,SURFACE,3,0.075,KEPT
aligning,SURFACE,3,0.075,KEPT
analyze,SURFACE,3,0.075,KEPT
aneuploidies,SURFACE,3,0.075,KEPT
anyone else,SURFACE,3,0.075,KEPT
appreciate everyone,SURFACE,3,0.075,KEPT
appreciate everyone's,SURFACE,3,0.075,KEPT
appropriate,SURFACE,3,0.075,KEPT
array,SURFACE,3,0.075,KEPT
assisting,SURFACE,3,0.075,KEPT
associated abnormalities,SURFACE,3,0.075,KEPT
asthma,SURFACE,3,0.075,KEPT
asymptomatic,SURFACE,3,0.075,KEPT
autoimmunity,SURFACE,3,0.075,KEPT
baby,SURFACE,3,0.075,KEPT
bacterial infection,SURFACE,3,0.075,KEPT
behavioral,SURFACE,3,0.075,KEPT
behçet's disease,SURFACE,3,0.075,KEPT
best care,SURFACE,3,0.075,KEPT
biopsies,SURFACE,3,0.075,KEPT
bone,SURFACE,3,0.075,KEPT
broad spectrum,SURFACE,3,0.075,KEPT
cardiac evaluation,SURFACE,3,0.075,KEPT
cardiac function,SURFACE,3,0.075,KEPT
cardiac mri,SURFACE,3,0.075,KEPT
case analysis,SURFACE,3,0.075,KEPT
case information,SURFACE,3,0.075,KEPT
causes,SURFACE,3,0.075,KEPT
central nervous system,SURFACE,3,0.075,KEPT
cesarean section,SURFACE,3,0.075,KEPT
characteristic,SURFACE,3,0.075,KEPT
characterization,SURFACE,3,0.075,KEPT
chest,SURFACE,3,0.075,KEPT
chest ct,SURFACE,3,0.075,KEPT
child's,SURFACE,3,0.075,KEPT
childhood,SURFACE,3,0.075,KEPT
chromosomal,SURFACE,3,0.075,KEPT
chromosomal anomalies,SURFACE,3,0.075,KEPT
chromosomal microarray analysis,SURFACE,3,0.075,KEPT
chronic kidney disease,SURFACE,3,0.075,KEPT
clinical context,SURFACE,3,0.075,KEPT
clinical scenario,SURFACE,3,0.075,KEPT
cns,SURFACE,3,0.075,KEPT
cognitive decline,SURFACE,3,0.075,KEPT
cognitive function,SURFACE,3,0.075,KEPT
cognitive impairment,SURFACE,3,0.075,KEPT
compile,SURFACE,3,0.075,KEPT
complete blood count,SURFACE,3,0.075,KEPT
conclusive,SURFACE,3,0.075,KEPT
conclusive results,SURFACE,3,0.075,KEPT
concur,SURFACE,3,0.075,KEPT
concurrent,SURFACE,3,0.075,KEPT
congenital disorders,SURFACE,3,0.075,KEPT
congenital heart defects,SURFACE,3,0.075,KEPT
congenital syndromes,SURFACE,3,0.075,KEPT
conjunctival,SURFACE,3,0.075,KEPT
connective tissue,SURFACE,3,0.075,KEPT
connective tissue diseases,SURFACE,3,0.075,KEPT
consanguineous,SURFACE,3,0.075,KEPT
consensus diagnosis,SURFACE,3,0.075,KEPT
considered,SURFACE,3,0.075,KEPT
consult with,SURFACE,3,0.075,KEPT
consultation,SURFACE,3,0.075,KEPT
consulting,SURFACE,3,0.075,KEPT
contexts,SURFACE,3,0.075,KEPT
contingency,SURFACE,3,0.075,KEPT
contribution,SURFACE,3,0.075,KEPT
coordinate,SURFACE,3,0.075,KEPT
coordinated,SURFACE,3,0.075,KEPT
correlating,SURFACE,3,0.075,KEPT
cortisol,SURFACE,3,0.075,KEPT
couple,SURFACE,3,0.075,KEPT
craniofacial anomalies,SURFACE,3,0.075,KEPT
criteria,SURFACE,3,0.075,KEPT
csf,SURFACE,3,0.075,KEPT
ct imaging,SURFACE,3,0.075,KEPT
culture,SURFACE,3,0.075,KEPT
cytomegalovirus,SURFACE,3,0.075,KEPT
d-dimer,SURFACE,3,0.075,KEPT
damage,SURFACE,3,0.075,KEPT
decision,SURFACE,3,0.075,KEPT
decrease,SURFACE,3,0.075,KEPT
deletions,SURFACE,3,0.075,KEPT
deliberation,SURFACE,3,0.075,KEPT
dental anomalies,SURFACE,3,0.075,KEPT
developmental issues,SURFACE,3,0.075,KEPT
developmental regression,SURFACE,3,0.075,KEPT
diagnosis state,SURFACE,3,0.075,KEPT
diagnostic certainty,SURFACE,3,0.075,KEPT
diagnostic discussion,SURFACE,3,0.075,KEPT
diagnostic evaluation,SURFACE,3,0.075,KEPT
diagnostic state,SURFACE,3,0.075,KEPT
died,SURFACE,3,0.075,KEPT
differentials,SURFACE,3,0.075,KEPT
diligence,SURFACE,3,0.075,KEPT
diminished,SURFACE,3,0.075,KEPT
discovered,SURFACE,3,0.075,KEPT
discuss,SURFACE,3,0.075,KEPT
discussing,SURFACE,3,0.075,KEPT
disorder,SURFACE,3,0.075,KEPT
distal,SURFACE,3,0.075,KEPT
distance,SURFACE,3,0.075,KEPT
distinctions,SURFACE,3,0.075,KEPT
distribution,SURFACE,3,0.075,KEPT
diverse,SURFACE,3,0.075,KEPT
document,SURFACE,3,0.075,KEPT
documentation,SURFACE,3,0.075,KEPT
down syndrome,SURFACE,3,0.075,KEPT
drugs,SURFACE,3,0.075,KEPT
eager,SURFACE,3,0.075,KEPT
early detection,SURFACE,3,0.075,KEPT
echocardiographic,SURFACE,3,0.075,KEPT
echocardiography,SURFACE,3,0.075,KEPT
edema,SURFACE,3,0.075,KEPT
educational resources,SURFACE,3,0.075,KEPT
eeg,SURFACE,3,0.075,KEPT
electrolytes,SURFACE,3,0.075,KEPT
elevation,SURFACE,3,0.075,KEPT
emergence,SURFACE,3,0.075,KEPT
empower,SURFACE,3,0.075,KEPT
epilepsy,SURFACE,3,0.075,KEPT
epstein-barr virus,SURFACE,3,0.075,KEPT
esr,SURFACE,3,0.075,KEPT
etiologies,SURFACE,3,0.075,KEPT
exacerbating,SURFACE,3,0.075,KEPT
exceptional,SURFACE,3,0.075,KEPT
excess,SURFACE,3,0.075,KEPT
excessive,SURFACE,3,0.075,KEPT
expedite,SURFACE,3,0.075,KEPT
experts,SURFACE,3,0.075,KEPT
face,SURFACE,3,0.075,KEPT
facets,SURFACE,3,0.075,KEPT
facial characteristics,SURFACE,3,0.075,KEPT
family education**,SURFACE,3,0.075,KEPT
family history of consanguinity,SURFACE,3,0.075,KEPT
family's,SURFACE,3,0.075,KEPT
father,SURFACE,3,0.075,KEPT
fatigue,SURFACE,3,0.075,KEPT
feet,SURFACE,3,0.075,KEPT
femur,SURFACE,3,0.075,KEPT
fertility,SURFACE,3,0.075,KEPT
fetal,SURFACE,3,0.075,KEPT
fetus,SURFACE,3,0.075,KEPT
fields,SURFACE,3,0.075,KEPT
first-degree relatives,SURFACE,3,0.075,KEPT
flexion,SURFACE,3,0.075,KEPT
format,SURFACE,3,0.075,KEPT
fostering,SURFACE,3,0.075,KEPT
gender,SURFACE,3,0.075,KEPT
genetic analysis,SURFACE,3,0.075,KEPT
genetic anomalies,SURFACE,3,0.075,KEPT
genetic components,SURFACE,3,0.075,KEPT
genetic condition,SURFACE,3,0.075,KEPT
genetic etiology,SURFACE,3,0.075,KEPT
genetic evaluations,SURFACE,3,0.075,KEPT
genetic investigations,SURFACE,3,0.075,KEPT
genetic predisposition,SURFACE,3,0.075,KEPT
genetic studies,SURFACE,3,0.075,KEPT
gestation,SURFACE,3,0.075,KEPT
girl,SURFACE,3,0.075,KEPT
growth hormone,SURFACE,3,0.075,KEPT
growth issues,SURFACE,3,0.075,KEPT
head circumference,SURFACE,3,0.075,KEPT
health issues,SURFACE,3,0.075,KEPT
health status,SURFACE,3,0.075,KEPT
hearing loss,SURFACE,3,0.075,KEPT
heart,SURFACE,3,0.075,KEPT
hereditary condition,SURFACE,3,0.075,KEPT
hereditary syndromes,SURFACE,3,0.075,KEPT
high forehead,SURFACE,3,0.075,KEPT
high index,SURFACE,3,0.075,KEPT
hint,SURFACE,3,0.075,KEPT
histological,SURFACE,3,0.075,KEPT
histopathological,SURFACE,3,0.075,KEPT
holistic view,SURFACE,3,0.075,KEPT
hypertelorism,SURFACE,3,0.075,KEPT
hypoplasia,SURFACE,3,0.075,KEPT
hypothyroidism,SURFACE,3,0.075,KEPT
hypotonia,SURFACE,3,0.075,KEPT
i urge,SURFACE,3,0.075,KEPT
ideas,SURFACE,3,0.075,KEPT
imaging study,SURFACE,3,0.075,KEPT
imaging techniques,SURFACE,3,0.075,KEPT
immunology,SURFACE,3,0.075,KEPT
implications,SURFACE,3,0.075,KEPT
incidence,SURFACE,3,0.075,KEPT
inconsistencies,SURFACE,3,0.075,KEPT
incorporating,SURFACE,3,0.075,KEPT
incorporation,SURFACE,3,0.075,KEPT
indications,SURFACE,3,0.075,KEPT
indicators,SURFACE,3,0.075,KEPT
individual,SURFACE,3,0.075,KEPT
infant's,SURFACE,3,0.075,KEPT
infectious disease,SURFACE,3,0.075,KEPT
infectious etiologies,SURFACE,3,0.075,KEPT
infectious process,SURFACE,3,0.075,KEPT
inflammatory response,SURFACE,3,0.075,KEPT
influences,SURFACE,3,0.075,KEPT
informed,SURFACE,3,0.075,KEPT
intact,SURFACE,3,0.075,KEPT
integral,SURFACE,3,0.075,KEPT
integrate,SURFACE,3,0.075,KEPT
integrity,SURFACE,3,0.075,KEPT
intensive care unit,SURFACE,3,0.075,KEPT
interpreting,SURFACE,3,0.075,KEPT
intersection,SURFACE,3,0.075,KEPT
interstitial lung disease,SURFACE,3,0.075,KEPT
introduction,SURFACE,3,0.075,KEPT
items,SURFACE,3,0.075,KEPT
i’d,SURFACE,3,0.075,KEPT
justified,SURFACE,3,0.075,KEPT
karyotyping,SURFACE,3,0.075,KEPT
kidney,SURFACE,3,0.075,KEPT
kidney function,SURFACE,3,0.075,KEPT
lab findings,SURFACE,3,0.075,KEPT
laboratory,SURFACE,3,0.075,KEPT
latent,SURFACE,3,0.075,KEPT
layers,SURFACE,3,0.075,KEPT
leans,SURFACE,3,0.075,KEPT
left side,SURFACE,3,0.075,KEPT
length,SURFACE,3,0.075,KEPT
lifestyle factors,SURFACE,3,0.075,KEPT
limb defects,SURFACE,3,0.075,KEPT
limitations,SURFACE,3,0.075,KEPT
lipid levels,SURFACE,3,0.075,KEPT
liver,SURFACE,3,0.075,KEPT
liver function tests,SURFACE,3,0.075,KEPT
long bones,SURFACE,3,0.075,KEPT
lung function,SURFACE,3,0.075,KEPT
lymphadenopathy,SURFACE,3,0.075,KEPT
maintain,SURFACE,3,0.075,KEPT
malformations,SURFACE,3,0.075,KEPT
malignant,SURFACE,3,0.075,KEPT
marfan syndrome,SURFACE,3,0.075,KEPT
masses,SURFACE,3,0.075,KEPT
maternal,SURFACE,3,0.075,KEPT
measure,SURFACE,3,0.075,KEPT
mechanisms,SURFACE,3,0.075,KEPT
merits,SURFACE,3,0.075,KEPT
metabolic disorders,SURFACE,3,0.075,KEPT
metabolic pathways,SURFACE,3,0.075,KEPT
metabolites,SURFACE,3,0.075,KEPT
minimal,SURFACE,3,0.075,KEPT
minor,SURFACE,3,0.075,KEPT
mobility,SURFACE,3,0.075,KEPT
modality,SURFACE,3,0.075,KEPT
morphology,SURFACE,3,0.075,KEPT
multidisciplinary team,SURFACE,3,0.075,KEPT
multifocal,SURFACE,3,0.075,KEPT
mutation,SURFACE,3,0.075,KEPT
nasal bridge,SURFACE,3,0.075,KEPT
neck,SURFACE,3,0.075,KEPT
neurodegenerative disorder,SURFACE,3,0.075,KEPT
neurological deficits,SURFACE,3,0.075,KEPT
neuropsychological testing,SURFACE,3,0.075,KEPT
"normal.\"",\n\n  \""past medical history\",SURFACE,3,0.075,KEPT
older,SURFACE,3,0.075,KEPT
organ,SURFACE,3,0.075,KEPT
organize,SURFACE,3,0.075,KEPT
organizing,SURFACE,3,0.075,KEPT
organs,SURFACE,3,0.075,KEPT
overlapping conditions,SURFACE,3,0.075,KEPT
pain,SURFACE,3,0.075,KEPT
participation,SURFACE,3,0.075,KEPT
pathological,SURFACE,3,0.075,KEPT
patient outcomes,SURFACE,3,0.075,KEPT
patient’s case,SURFACE,3,0.075,KEPT
patient’s health,SURFACE,3,0.075,KEPT
patient’s needs,SURFACE,3,0.075,KEPT
pet,SURFACE,3,0.075,KEPT
physical characteristics,SURFACE,3,0.075,KEPT
physical features,SURFACE,3,0.075,KEPT
picture,SURFACE,3,0.075,KEPT
please feel free to,SURFACE,3,0.075,KEPT
pneumonia,SURFACE,3,0.075,KEPT
preliminary,SURFACE,3,0.075,KEPT
prenatal,SURFACE,3,0.075,KEPT
proband,SURFACE,3,0.075,KEPT
productive,SURFACE,3,0.075,KEPT
prognosis,SURFACE,3,0.075,KEPT
progresses,SURFACE,3,0.075,KEPT
prompting,SURFACE,3,0.075,KEPT
proposed,SURFACE,3,0.075,KEPT
protocols,SURFACE,3,0.075,KEPT
pulmonary complications,SURFACE,3,0.075,KEPT
pws,SURFACE,3,0.075,KEPT
quality of life,SURFACE,3,0.075,KEPT
rarity,SURFACE,3,0.075,KEPT
rate,SURFACE,3,0.075,KEPT
reasoning,SURFACE,3,0.075,KEPT
recommended tests**,SURFACE,3,0.075,KEPT
reconvene,SURFACE,3,0.075,KEPT
reevaluation,SURFACE,3,0.075,KEPT
referral,SURFACE,3,0.075,KEPT
referrals,SURFACE,3,0.075,KEPT
regular follow-ups,SURFACE,3,0.075,KEPT
reiteration,SURFACE,3,0.075,KEPT
renal imaging,SURFACE,3,0.075,KEPT
renal impairment,SURFACE,3,0.075,KEPT
renal ultrasound,SURFACE,3,0.075,KEPT
report,SURFACE,3,0.075,KEPT
reproductive health,SURFACE,3,0.075,KEPT
responsive,SURFACE,3,0.075,KEPT
revised,SURFACE,3,0.075,KEPT
revisit,SURFACE,3,0.075,KEPT
rheumatology,SURFACE,3,0.075,KEPT
safety,SURFACE,3,0.075,KEPT
satisfied,SURFACE,3,0.075,KEPT
scoliosis,SURFACE,3,0.075,KEPT
screen,SURFACE,3,0.075,KEPT
secondary,SURFACE,3,0.075,KEPT
seeing,SURFACE,3,0.075,KEPT
seizure,SURFACE,3,0.075,KEPT
serum levels,SURFACE,3,0.075,KEPT
shape,SURFACE,3,0.075,KEPT
sharing,SURFACE,3,0.075,KEPT
size,SURFACE,3,0.075,KEPT
skeletal deformities,SURFACE,3,0.075,KEPT
skeletal survey,SURFACE,3,0.075,KEPT
skeletal system,SURFACE,3,0.075,KEPT
skin manifestations,SURFACE,3,0.075,KEPT
smoking,SURFACE,3,0.075,KEPT
solid foundation,SURFACE,3,0.075,KEPT
solid plan,SURFACE,3,0.075,KEPT
specialists',SURFACE,3,0.075,KEPT
spirit,SURFACE,3,0.075,KEPT
stability,SURFACE,3,0.075,KEPT
staging,SURFACE,3,0.075,KEPT
stemming,SURFACE,3,0.075,KEPT
still's disease,SURFACE,3,0.075,KEPT
stress,SURFACE,3,0.075,KEPT
strokes,SURFACE,3,0.075,KEPT
stronger,SURFACE,3,0.075,KEPT
studies,SURFACE,3,0.075,KEPT
surgery,SURFACE,3,0.075,KEPT
surgical intervention,SURFACE,3,0.075,KEPT
surgical interventions,SURFACE,3,0.075,KEPT
susceptibility,SURFACE,3,0.075,KEPT
symptom progression,SURFACE,3,0.075,KEPT
synthesized,SURFACE,3,0.075,KEPT
systemic process,SURFACE,3,0.075,KEPT
systems,SURFACE,3,0.075,KEPT
table,SURFACE,3,0.075,KEPT
tall,SURFACE,3,0.075,KEPT
testing strategies,SURFACE,3,0.075,KEPT
thank,SURFACE,3,0.075,KEPT
therapies,SURFACE,3,0.075,KEPT
therapy,SURFACE,3,0.075,KEPT
thickness,SURFACE,3,0.075,KEPT
thorough,SURFACE,3,0.075,KEPT
thoughtful elaboration,SURFACE,3,0.075,KEPT
thyroid function tests,SURFACE,3,0.075,KEPT
tracking,SURFACE,3,0.075,KEPT
trajectory,SURFACE,3,0.075,KEPT
trisomy,SURFACE,3,0.075,KEPT
type,SURFACE,3,0.075,KEPT
types,SURFACE,3,0.075,KEPT
ultrasonography,SURFACE,3,0.075,KEPT
underlines,SURFACE,3,0.075,KEPT
unusual,SURFACE,3,0.075,KEPT
updates,SURFACE,3,0.075,KEPT
upper,SURFACE,3,0.075,KEPT
utilize,SURFACE,3,0.075,KEPT
viewpoints,SURFACE,3,0.075,KEPT
viruses,SURFACE,3,0.075,KEPT
visual disturbances,SURFACE,3,0.075,KEPT
walk,SURFACE,3,0.075,KEPT
